Texts,Label
ถอยkicks e-power my22 มาตั้งแต่ ก.ค.2022  ตอนนี้วิ่งไปไม่มากประมาณ 3หมื่นกว่าโล  ไปเชียงใหม่มา 1รอบ  ตอนนี้บอกได้เลยว่ารัก Kicks มากๆ  สะดวก ประหยัด คล่องตัว,"[[""Kicks"", ""pos"", ""สะดวก""], [""Kicks"", ""pos"", ""ประหยัด""], [""Kicks"", ""pos"", ""คล่องตัว""]]"
ถ้าใครชอบขับรถ ชอบ Nissan kicks แน่นอน อย่าพึ่งบอกถ้ายังไม่ได้ลองครับ ลองให้รู้ละจะเข้าใจครับ ใช้อยู่ รถขับดีมาก ช่วงล่างแน่น อัตราเร่งดีมากๆ,"[[""Nissan kicks"", ""pos"", ""ชอบ""], [""รถ"", ""pos"", ""ขับดีมาก""], [""ช่วงล่าง"", ""pos"", ""แน่น""], [""อัตราเร่ง"", ""pos"", ""ดีมากๆ""]]"
"ถ้าได้ขับรถไฟฟ้าแล้วจะติดใจครับ ไปลองยี่ห้อ MG, GWM ก็ได้ ขับขี่คนละแบบกับรถน้ำมัน เนียนกว่า ขับสบายกว่าเยอะ แล้วจะอยากขับรถไฟฟ้าแทน ... ทีนี้ ถ้าใครยังลังเลกับการชาร์จไฟ ยังคิดว่าไม่สะดวก แต่ชอบการขับแบบรถไฟฟ้า คำตอบก็ Nissan Kicks นี่แหละ","[[""รถไฟฟ้า"", ""pos"", ""ติดใจ""], [""MG"", ""pos"", ""ขับขี่""], [""GWM"", ""pos"", ""ขับขี่""], [""รถน้ำมัน"", ""neg"", ""เนียน""], [""รถไฟฟ้า"", ""pos"", ""ขับสบาย""], [""การชาร์จไฟ"", ""neg"", ""ไม่สะดวก""], [""Nissan Kicks"", ""pos"", ""ชอบการขับแบบรถไฟฟ้า""]]"
ที่ญี่ปุ่น Nissan สวยมาก แต่เข้าไทยแต่ละรุ่นคือโคตรโบราณ  รุ่นที่ไม่ห่างมากคือตัดออปชั่นออกจนน่าเสียดาย  นี่ก็ใช้ Nissan แต่ข้อเสียคือศูนย์ Nissan ขึ้นชื่อเรื่องฟันราคาเวลาเข้าศูนย์ ไม่เคยทำได้ตามราคาที่ลงเว็บเลยว่าระยะเช็คแต่ละครั้งจะราคาเท่าที่โฆษณาไว้,"[[""Nissan"", ""pos"", ""สวยมาก""],[""Nissan"", ""neg"", ""โคตรโบราณ""],[""Nissan"", ""neg"", ""ตัดออปชั่นออกจนน่าเสียดาย""],[""ศูนย์ Nissan"", ""neg"", ""ฟันราคาเวลาเข้าศูนย์""]]"
ที่มันขายไม่ดี เพราะความประหยัด ยังน้อยเกินไม่โดนใจ ขนาดเอาเครื่องยนต์มาปั่นกระแสไฟแท้ๆ  ความประหยัดน้อยเกินไป,"[[""ที่มันขายไม่ดี"", ""neg"", ""ความประหยัด""], [""ความประหยัด"", ""neg"", ""น้อยเกินไม่โดนใจ""], [""ความประหยัด"", ""neg"", ""น้อยเกินไป""]]"
น่าใช้มากๆ ประหยัด รถสวยอีก คุ้มม,"[[""น่าใช้"", ""pos"", ""มากๆ""], [""ประหยัด"", ""pos"", """"], [""รถสวย"", ""pos"", ""สวย""], [""คุ้ม"", ""pos"", """"]]"
นิสสัน ทำมาดี มาถูกทางแล้ว กำลังเปรียบเทียบหลายๆรุ่น ใจเริ่มเทมาหานิสสันแล้ว,"[[""นิสสัน"", ""pos"", ""ทำมาดี"", ""ถูกทางแล้ว""], [""หลายๆรุ่น"", ""pos"", ""เปรียบเทียบ""], [""ใจ"", ""pos"", ""เทมาหานิสสัน""]]"
นิสสันต้องอัดออฟชั่นเยอะถ้าอยากสู้คู่แข่งได้มากักแบบนี้แย่แถมแอร์หลังก้อไม่มี," [[""นิสสัน"", ""neg"", ""อัดออฟชั่นเยอะ""], [""คู่แข่ง"", ""pos"", ""มากัก""], [""แย่"", ""neg"", ""แถม""], [""แอร์หลัง"", ""neg"", ""ไม่มี""]]"
นิสสันรถโคตรดี นิสสันมาร์ช MT ใช่ยันหลานบวช เผลอๆไม่พังครับ อยากจะขับให้พังจริงๆ รถโคตรทนครับ นิสสัน คนไม่เคยใช้ คำพูดจะเยอะหน่อย,"[[""นิสสัน"", ""pos"", ""รถโคตรดี""], [""นิสสันมาร์ช MT"", ""pos"", ""ใช่ยันหลานบวช""], [""นิสสัน"", ""pos"", ""ไม่พังครับ""], [""นิสสัน"", ""pos"", ""รถโคตรทนครับ""]]"
ในเมืองเฉลี่ย 21km/l นอกเมือง+ทางไกลวิ่ง120-140km/hr ได้ 16-17 km/l ขึ้นเขาใช้ สนุกมากโหมด S เหยียบมาทันใจยกเท้าออกก็เป็น engine brake ทันที," [[""เมือง"", ""pos"", ""21km/l""], [""นอกเมือง+ทางไกล"", ""pos"", ""16-17 km/l""], [""ขึ้นเขา"", ""pos"", ""สนุกมากโหมด S""], [""ขึ้นเขา"", ""pos"", ""engine brake""]]"
ในเมืองประหยัดมาก นอกเมืองไม่ค่อยเท่าไหร่ มีดีที่ความแรงติดเท่า แต่ราคาสู้ยาริสครอสไม่ได้ ก็น่าจะขายยากต่อไป ไฮบริดมันแอบครบเครื่องกว่าที่วิ่งทางไกลมันก็ยังประหยัดกว่า E-power,"[[""เมือง"", ""pos"", ""ประหยัด""], [""นอกเมือง"", ""neg"", ""ไม่ค่อยเท่าไหร่""], [""ความแรง"", ""pos"", ""ติดเท่า""], [""ราคายาริสครอส"", ""neg"", ""สู้ไม่ได้""], [""ไฮบริด"", ""pos"", ""ครบเครื่อง""], [""วิ่งทางไกล"", ""pos"", ""ประหยัดกว่า E-power""]]"
ปรับเบาะ manual ดีแระ ไม่จุกจิก," [[""ปรับเบาะ"", ""pos"", ""ดีแระ""], [""ไม่จุกจิก"", ""pos"", """"]]"
เป็นรถที่ดีมาก แต่ต้องเผื่อใจกับปัญหาจุกจิกหน่อยแต่ลูกค้าสัมพันธ์ก็สู้ทวายชีพมากเพื่อแก้ปัญหาให้ลูกค้า แต่จุกจิกจนจะเรียกว่าเจ้าพ่ออะไหล่เปราะอยู่แล้ว,"[[""รถ"", ""pos"", ""ดีมาก""], [""ปัญหา"", ""neg"", ""จุกจิก""], [""ลูกค้าสัมพันธ์"", ""pos"", ""สู้ทวายชีพ"", ""สู้"", ""ชีพ"", ""มาก"", ""สู้ทวายชีพมาก""], [""อะไหล่"", ""neg"", ""เปราะ""]]"
ผมซื้อมาใช้4เดือนแล้ว บอกได้เลยว่าขับมันส์มากๆ มันส์ที่สุดเท่าที่เคยขับมา ซื้อรุ่นท๊อปมาได้ส่วนลดหนึ่งแสนดอก0%เลยไม่มีปัญหาเรื่องนี้ ส่วนตัวคิดว่าคุ้มจัดๆในระยะยาว และชอบรถขับสนุกไม่ชอบรถอืดยอมแลกกันทุกอย่างเลยเรื่องนี้,"[[""รถ"", ""pos"", ""ขับมันส์""], [""รถ"", ""pos"", ""ขับสนุก""], [""รถ"", ""neg"", ""อืด""]]"
ผมว่า sos ควรมีทุกคันเลยนะ มันปลอดภัย หายห่วงมากเวลาครอบครัวไปไหนไกลๆ นิสสัน เยี่ยมจริงๆครับ ขอชื่นชม,"[[""สos"", ""pos"", ""ปลอดภัย""], [""นิสสัน"", ""pos"", ""เยี่ยม""]]"
แพงไป้ๆๆๆ คันไม่ใหญ่ เทคโนโลยีดีมาก แต่ไม่ควรเกิน 890k จะอยู่ในใจได้ไม่ยากเลยค่ะ," [[""แพง"", ""neg"", ""แพง""], [""คัน"", ""neg"", ""ไม่ใหญ่""], [""เทคโนโลยี"", ""pos"", ""ดีมาก""], [""ไม่ควรเกิน"", ""neg"", ""890k""], [""อยู่ในใจได้"", ""pos"", ""ไม่ยากเลยค่ะ""]]"
