Texts,Label
Mg5ตัวนี้ก็สู้ โตได้นะแต่คนไทยอีเดียดของจีนต้องเปิดใจ ผมลองมาแล้วงานเขาดีจริง,"[[""Mg5"",""pos"",""ดีจริง""]]"
MG5สวยมาก แต่ช่วงล่างแข็งมาก และเครื่องเก่า กินน้ำมัน,"[[""ดีไซน์"", ""pos"", ""สวย""], [""ช่วงล่าง"", ""neg"", ""แข็ง""], [""เครื่องยนต์"", ""neg"", [""เก่า"", ""กินน้ำมัน""]]]"
จะซื้อต้องเป็นรถคันที่สองอ่ะนะ MG จะซื้อมาเน้นใช้งานเลย มีความไม่มั่นใจในคุณภาพอยู่บ้าง ยิ่งศูนย์บริการห่วยแตกอีกตะหาก,"[[""คุณภาพ"",""neg"",""มีความไม่มั่นใจ""],[""ศูนย์บริการ"",""neg"",""ห่วยแตก""]]"
ปัญหา MG5 ที่ใช้มา 1ปี 2เดือน คือ ระบบจะ ERROR ไฟเตือนกระจกมองข้างซ้ายขวา ชอบค้างทั้งที่ไม่มีรถวิ่งด้านข้าง ตัวหนังสือแป้นพิมพ์ก็เล็ก เติมน้ำมันเต็มถังแต่มีการแจ้งว่าน้ำมันเชื้อเพลิงใกล้หมด สตาร์ทรถล็อกประตูรีโมทใช้การปลดล็อคไม่ได้ ต้องดูวารันตี 4 ปีว่าจะเป็นยังไงต่อครับ แต่ผมชอบรูปทรงดีไซน์สวยแต่กังวลเรื่องระบบการทำงานของ mg5,"[[""ระบบ"", ""neg"", [""ERROR"", ""กังวล""]], [""ไฟเตือนกระจกมองข้าง"", ""neg"", ""ค้าง""], [""ตัวหนังสือแป้นพิมพ์"",""neg"",""เล็ก""], [""การแจ้งระดับน้ำมันเชื้อเพลิง"",""neg"",""เติมน้ำมันเต็มถังแต่แจ้งว่าใกล้หมด""], [""ล็อกประตูรีโมท"",""neg"",""ปลดล็อคไม่ได้""]], [""รูปทรงดีไซน์"", ""pos"", ""สวย""]]"
ปัญหาของ MG คืออะไหล่รอนาน รอรถมีปัญหา เข้าศูนย์ แต่ไม่มีอะไหล่ต้องทำเรื่องเบิกไปทางจีน แล้วจีนส่งมาอีกที แทนที่จะสำรองอะไหล่รอเลย,"[[""อะไหล่"",""neg"",""รอนาน""]]"
เพื่อนๆที่ใช้ mg5 เคยเป็นไหมครับเปิดแอร์แล้วแอร์ไม่เย็น ตอนสตาร์ทรถจะออกจากบ้าน เคยไปที่ศูนย์บริการ ช่างตอบมาว่าต้องให้ไม่เย็นเลยถึงจะเช็คได้ ถ้าใช้งานได้ปกติเช็คไม่ได้ งงเลยครับเจอคำตอบแบบนี้ ผมเลยไม่กล้าแนะนำเพื่อนๆและพี่น้องซื้อเลยครับ mg ดูแล้วน่าจะเป็นคันสุดท้ายแล้วครับของ mg5 ต้องกลับมาใช้แบรนด์ JP เหมือนเดิมดีกว่าครับ,"[[""แอร์"", ""neg"", ""ไม่เย็น""], [""ศูนย์บริการ"", ""neg"", [""งง"", ""ไม่กล้าแนะนำ""]], [""mg5"", ""neg"", ""น่าจะเป็นคันสุดท้าย""], [""แบรนด์ JP"", ""pos"", ""กลับมาใช้เหมือนเดิม""]]"
รถเกรดต่ำๆยัดออฟชั่นเยอะๆ เม้งกวงชื่อนี้กวง555,"[""รถ"",""neg"",""เกรดต่ำ""],[""ออฟชั่น"",""pos"",""เยอะ""],[""แบรนด์เม้งกวง"",""neg"",""กวง""]"
ผมใช้MOBILIOยุ เบาะสั้นใช้ไม่ทีปรับไฟฟ้า ออฟชั้นไม่ดีเลยHONDAด้อยกว่าค่ายอื่นดีอย่างเดียวเครื่องยนต์แค่นั้น,"[[""เบาะ"", ""neg"", [""สั้น"", ""ไม่ปรับไฟฟ้า""]], [""ออฟชั่น"", ""neg"", ""ไม่ดีเลย""], [""HONDA"", ""neg"", ""ด้อยกว่าค่ายอื่น""], [""เครื่องยนต์"", ""pos"", ""ดี""]]"
Software คือที่สุดแล้วสำหรับ Tesla แต่เรื่องอื่นๆ..ยังเป็นรองค่ายเก่าแก่,"[[""Software"", ""pos"", ""ที่สุด""], [""เรื่องอื่นๆ"", ""neg"", ""ยังเป็นรอง""]]"
Tesla ชอบสุดในรถไฟฟ้า รถฉลาด,"[[""Tesla"", ""pos"", [""ชอบสุด"", ""ฉลาด""]]]"
tesla ไทยตอนนี้ตาย เรื่องศูนย์กับเรื่องประกันมากแพงมาก,"[[""ศูนย์บริการ"", ""neg"", ""ตาย""], [""ประกัน"", ""neg"", ""แพงมาก""]]"
เกียร์กับปัดน้ำฝนยังไงก็ไม่ควรไปอยู่บนหน้าจอ ตัวรถดีหมดทุกอย่างติดเรื่องนี้เรื่องเดียว,"[[""เกียร์"", ""neg"", ""ไม่ควรอยู่บนหน้าจอ""], [""ที่ปัดน้ำฝน"", ""neg"", ""ไม่ควรอยู่บนหน้าจอ""], [""ตัวรถ"", ""pos"", ""ดี""]]"
ขอหัวเกียร์/ ไฟเลี้ยว คืนมาที...สองอย่างนี้ใช้จริงสนุกและไวกว่าแบบนี้,"[[""หัวเกียร์"", ""pos"", [""ใช้จริงสนุก"", ""ไวกว่า""]], [""ไฟเลี้ยว"", ""pos"", [""ใช้จริงสนุก"", ""ไวกว่า""]]]"
เคยเช่าขับ Model 3 evme เครื่องเสียงคือสุดยอดมากจริงๆ ขนาดไม่ใช่ของแบรนด์แต่เสียงดีมาก,"[[""เครื่องเสียง"",""pos"",""สุดยอด""]]"
แค่สีโอเคกว่าค่ายเยอรมันที่กั๊กออปชั่นแบบน่าเกลียด,"[[""สี"", ""pos"", ""โอเค""], [""ออปชั่นค่ายเยอรมัน"", ""neg"", [""กั๊ก"",""น่าเกลียด""]]]"
ช่วงล่างเทสล่า ยังห่วย สุ้camry ยังไม่ได้เลย,"[[""ช่วงล่างเทสล่า"", ""neg"", [""ห่วย"", ""สุ้camryยังไม่ได้""]]]"
ชอบนะ นวัตกรรม แต่ไม่ชอบที่คอนโทรลเลอร์เกือบทุกอย่างไปอยู่บนจอหมด มันต้องละสายตาไปจากถนน รู้สึกว่าไม่ค่อยสะดวก บางอย่างมันต้องเป็นปุ่มจริงๆ,"[[""นวัตกรรม"", ""pos"", ""ชอบ""], [""คอนโทรลเลอร์อยู่บนจอ"", ""neg"", [""ไม่ชอบ"", ""ไม่ค่อยสะดวก""]], [""ปุ่ม"", ""pos"", ""สะดวก""]]"
ชอบระยะไกล มากกว่าความแรงครับ  แต่ความแรงเป็นของแถมก็โอเค,"[[""ระยะทางวิ่ง"", ""pos"", [""ไกล"", ""ชอบ""]], [""ความแรง"", ""pos"", ""ของแถม""]]"
เช่า EVme มาลองขับสามวัน ถ้าเทียบกับ MG EP ที่ใช้อยู่ บอกเลยว่าเกินพอมาก ขับสนุก แรงเหลือๆ แต่ช่วงล่างแฟนนั่งหน้าบ่นว่าปวดคอ เพราะหมอนต้นคอปรับไม่ได้ ใช้จริงคงต้องซื้อหมอนหนุนคอมาติด ข้างหลังส่วนมากคนที่บ้านตัวเล็กก็นั่งได้แหละ แฟนบอกชอบความกว้าง Mdel Y มากกว่า แต่ราคาตอนนี้ระหว่าง 3 rwd กับ Y rwd มันห่างกันตั้ง 3 แสน เลยทำให้คืดไม่ยากละ ใครไม่ติดว่าเป็นรถซีดานจัดได้เลยครับ,"[[""การขับขี่"", ""pos"", ""ขับสนุก""], [""เครื่องยนต์"", ""pos"", ""แรง""], [""ช่วงล่าง"", ""neg"", ""ปวดคอ""], [""หมอนต้นคอ"", ""neg"", ""ปรับไม่ได้""], [""ข้างหลัง"", ""pos""], [""Mdel Y"", ""pos"", ""กว้างกว่า], [""ราคา"", ""neg"", ""ห่างกันตั้ง 3 แสน""]]"
